Temp_ID,Al2O3,B2O3,BaO,CaO,K2O,Li2O,MgO,Na2O,P2O5,SiO2,SnO2,SrO,TiO2,ZnO,ZrO2,value
0,0,80,0,0,0,0,0,0,0,0,0,0,0,20,0,0.35
1,0,0,0,0,0,0,0,27.34693906,0,72.65306094,0,0,0,0,0,0.345679
2,0,0,0,0,0,0,0,37.8571413,0,62.1428587,0,0,0,0,0,0.344017
3,4,55,0,0,0,10,0,0,0,0,0,0,0,31,0,0.343
4,3.5,55,0,0,0,10,0,0,0,0,0,0,0,31.5,0,0.341
5,3,55,0,0,0,10,0,0,0,0,0,0,0,32,0,0.34
6,0,0,0,0,0,0,0,32.65306122,0,67.34693878,0,0,0,0,0,0.338235
7,0,75,0,0,0,25,0,0,0,0,0,0,0,0,0,0.28720375
8,30,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0.337
9,0,8.800000023,0,0,0,0,0,14.79999991,0,76.40000007,0,0,0,0,0,0.334
10,0,33,0,0,0,0,0,33,0,0,0,0,0,34,0,0.3304
11,0,0,0,0,50,0,0,0,50,0,0,0,0,0,0,0.33
12,0.5,55,0,0,0,10,0,0,0,0,0,0,0,34.5,0,0.33
13,0,50,0,0,0,0,0,0,0,0,0,0,0,50,0,0.33
16,0,0,52.5,0,0,0,0,0,47.5,0,0,0,0,0,0,0.33
17,0,0,54.29999924,0,0,0,0,0,45.70000076,0,0,0,0,0,0,0.33
21,2.5,55,0,0,0,10,0,0,0,0,0,0,0,32.5,0,0.33
22,0,56.09999954,0,0,28.90000017,0,0,0,0,15.00000029,0,0,0,0,0,0.329843
23,0,37,0,0,0,0,0,37,0,0,0,0,0,26,0,0.3297
24,0,40,0,0,0,0,0,0,0,0,0,0,0,60,0,0.313
25,0,36.5,0,0,0,0,0,36.5,0,0,0,0,0,27,0,0.329
26,2,55,0,0,0,10,0,0,0,0,0,0,0,33,0,0.329
27,1,55,0,0,0,10,0,0,0,0,0,0,0,34,0,0.328
28,1.5,55,0,0,0,10,0,0,0,0,0,0,0,33.5,0,0.327
29,0,0,0,0,49.99000168,0,9.909999847,0,40.09999847,0,0,0,0,0,0,0.327
31,0,80.79999997,0,0,0,0,0,19.20000003,0,0,0,0,0,0,0,0.323529
32,0,45,0,0,0,0,0,0,0,0,0,0,0,55,0,0.307666667
33,0,0,0,29.16666667,0,0,0,20.83333333,50,0,0,0,0,0,0,0.322857
34,26.70000076,0,0,53.29999924,0,0,0,0,0,20,0,0,0,0,0,0.322
36,0,0,0,0,0,0,0,44.20557927,41.36586304,0,0,0,0,14.42855769,0,0.322
37,0,0,0,0,0,0,0,44.20999908,41.36000061,0,0,0,0,14.43000031,0,0.322
38,31.70000076,0,0,63.29999924,0,0,0,0,0,5,0,0,0,0,0,0.321
39,31.70000076,0,0,63.29999924,0,0,0,0,0,5,0,0,0,0,0,0.321
40,0,0,0,0,0,0,0,38.16999817,40.63000107,0,0,0,0,21.20000076,0,0.321
42,0,96,0,0,0,4,0,0,0,0,0,0,0,0,0,0.320225
43,0,0,50,0,0,0,0,0,50,0,0,0,0,0,0,0.295230769
44,0,63.15789474,0,0,0,0,0,21.05263158,0,0,0,0,0,15.78947368,0,0.32
45,0,0,47.59999847,0,0,0,0,0,52.40000153,0,0,0,0,0,0,0.32
46,8,0,0,0,0,0,0,46,46,0,0,0,0,0,0,0.32
48,0,78.94736842,0,0,0,21.05263158,0,0,0,0,0,0,0,0,0,0.32
49,0,0,44.20000076,0,0,0,0,0,55.79999924,0,0,0,0,0,0,0.32
53,0,0,0,29.89690722,0,0,0,20.6185567,49.48453608,0,0,0,0,0,0,0.31984
54,3.850000021,27.70999992,0,0,0,0,0,0,9.950000111,58.41999994,0.070000002,0,0,0,0,0.319
55,0,0,0,30.6122449,0,0,0,20.40816327,48.97959184,0,0,0,0,0,0,0.318464
56,0,75,0,0,0,5,0,20,0,0,0,0,0,0,0,0.318
57,0,64.92986079,0,0,0,0,15.03005966,0,0,0,0,0,0,20.04007955,0,0.315
58,0,42,0,0,0,0,0,42,0,0,0,0,0,16,0,0.31635
59,2.914572946,48.2412058,0,0,31.65829131,0,0,0,17.18592995,0,0,0,0,0,0,0.316406
60,10.06999969,0,0,0,49.90000153,0,0,0,40.02999878,0,0,0,0,0,0,0.316
62,2.123571531,0,0,0,32.8951345,0,0,0,64.98129397,0,0,0,0,0,0,0.315217
63,0,36,0,0,0,64,0,0,0,0,0,0,0,0,0,0.314815
65,0,0,0,0,0,0,0,0,0,46.65000153,0,0,53.34999847,0,0,0.314
67,0,82.5,0,0,0,0,0,17.5,0,0,0,0,0,0,0,0.3125
68,4.88245947,0,0,32.77074451,1.42656215,0,0.170785616,2.169982013,0,48.92505625,0,0,0,9.654409988,0,0.312
69,0,0,0,0,0,0,0,0,0,53,0,0,47,0,0,0.312
72,0,0,0,32,0,0,0,20,48,0,0,0,0,0,0,0.311516
73,0,65,0,0,0,0,15,0,0,0,0,0,0,20,0,0.311
74,0,46.70000076,0,0,23.29999924,0,0,0,0,30,0,0,0,0,0,0.310185
75,0,0,42.59999847,0,0,0,0,0,57.40000153,0,0,0,0,0,0,0.31
76,0,23,0,0,0,0,0,0,0,18,0,0,0,59,0,0.31
77,0,0,0,0,0,0,0,24,0,76,0,0,0,0,0,0.31
79,0,0,42.59999847,0,0,0,0,0,57.40000153,0,0,0,0,0,0,0.31
80,0,0,0,0,0,0,0,0,50,0,0,50,0,0,0,0.286857143
81,0,0,54.70000076,0,0,0,0,0,45.29999924,0,0,0,0,0,0,0.31
84,5.862831738,0,0,23.923975,1.709573647,0,0.221238935,2.604585574,0,58.73893746,0,0,0,6.938857647,0,0.31
86,0,94,0,0,0,6,0,0,0,0,0,0,0,0,0,0.296608
87,20.95999908,40.93000031,0,38.11000061,0,0,0,0,0,0,0,0,0,0,0,0.308
88,0,64.80000107,0,0,0,0,14.99999954,0,0,0,0,0,0,19.99999939,0,0.308
89,0,0,0,31.31313131,0,0,0,20.2020202,48.48484848,0,0,0,0,0,0,0.307032
90,3.829999839,25.86000004,0,0,0,0,0,0,9.909999628,60.3300005,0.069999999,0,0,0,0,0.307
91,0,50,0,0,0,40,0,10,0,0,0,0,0,0,0,0.307
92,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0.282688208
96,0,85.8000006,14.1999994,0,0,0,0,0,0,0,0,0,0,0,0,0.306
98,9.100000555,68.19999825,0,0,0,22.7000012,0,0,0,0,0,0,0,0,0,0.306
99,0,92,0,0,0,8,0,0,0,0,0,0,0,0,0,0.305085
102,0,0,0,0,39.96000023,10.18999987,9.819999976,0,40.02999992,0,0,0,0,0,0,0.305
103,0,62,0,0,0,0,0,20,0,0,0,0,0,18,0,0.304
104,0,60,0,0,0,0,0,20,0,0,0,0,0,20,0,0.261333333
105,0,64.80000107,0,0,0,0,14.99999954,0,0,0,0,0,0,19.99999939,0,0.304
106,2.414487061,60.30181058,0,0,29.24547306,0,0,0,8.038229293,0,0,0,0,0,0,0.303704
107,0,55,0,0,0,0,0,45,0,0,0,0,0,0,0,0.286693
108,0,66.5,0,0,33.5,0,0,0,0,0,0,0,0,0,0,0.302333333
110,2.419354951,16.63306463,0,0,32.86290191,0,0,0,48.08467851,0,0,0,0,0,0,0.302419
113,0,70,0,0,0,30,0,0,0,0,0,0,0,0,0,0.262444444
115,1.112234602,9.039433328,0,0,34.21638026,0,0,0,55.63195181,0,0,0,0,0,0,0.30198
116,0,95.78000015,0,0,0,4.219999851,0,0,0,0,0,0,0,0,0,0.301446
117,0,66.69999949,0,0,0,0,0,33.30000051,0,0,0,0,0,0,0,0.2807188
118,13.30000006,0,0,26.70000051,0,0,0,0,0,59.99999943,0,0,0,0,0,0.301136
119,1.530612223,6.734693682,0,0,27.55102001,0,0,0,64.18367409,0,0,0,0,0,0,0.30102
120,0,82,0,0,18,0,0,0,0,0,0,0,0,0,0,0.300333333
121,0,0,45,0,0,0,0,0,50,0,0,0,0,5,0,0.301
122,9.100000555,63.59999968,0,0,0,27.29999976,0,0,0,0,0,0,0,0,0,0.301
123,0,0,0,0,0,0,0,43.06122527,0,56.93877473,0,0,0,0,0,0.300847
124,0,83.73000016,0,0,0,16.26999984,0,0,0,0,0,0,0,0,0,0.300813
125,0,49,0,0,0,0,0,49,0,0,0,0,0,2,0,0.3003
126,26.84999987,34.06999904,0,0,0,0,36.58000113,0,0,0,0,0,0,0,2.499999953,0.3
127,0,0,0,0,0,0,0,50.29999924,49.70000076,0,0,0,0,0,0,0.3
128,0,0,0,0,0,0,0,0,62,0,0,38,0,0,0,0.3
129,0,66.66999817,0,0,0,0,0,33.33000183,0,0,0,0,0,0,0,0.2849205
130,0,0,0,0,0,0,0,50,50,0,0,0,0,0,0,0.286727273
132,0,0,0,0,0,0,0,0,74.6999998,0,0,25.3000002,0,0,0,0.3
133,38,0,5,57,0,0,0,0,0,0,0,0,0,0,0,0.3
134,4,0,52,0,0,0,0,0,44,0,0,0,0,0,0,0.3
136,0,10.8000005,0,0,0,0,0,39.09999959,0,50.09999991,0,0,0,0,0,0.3
137,0,83.81999969,16.18000031,0,0,0,0,0,0,0,0,0,0,0,0,0.3
138,0,0,0,0,0,0,0,18.31578944,31.578948,0,0,0,0,50.10526255,0,0.3
140,0,0,52.29999924,0,0,0,0,0,47.70000076,0,0,0,0,0,0,0.3
141,2.000199982,22.02220226,0,0,14.7114709,0,0,0,0,58.56585683,0,0,0,2.700270023,0,0.3
143,0,84.5,0,0,15.5,0,0,0,0,0,0,0,0,0,0,0.3
145,27.10000064,0,0,58.09999903,0,0,6.900000161,0,0,7.900000171,0,0,0,0,0,0.3
146,0,81.39999997,0,0,18.60000003,0,0,0,0,0,0,0,0,0,0,0.3
147,0,94.80000034,0,0,0,0,0,5.19999966,0,0,0,0,0,0,0,0.3
149,0,0,40.40000153,0,0,0,0,0,59.59999847,0,0,0,0,0,0,0.29
150,0,0,52.29999924,0,0,0,0,0,47.70000076,0,0,0,0,0,0,0.3
151,0,0,0,0,0,0,0,40,0,60,0,0,0,0,0,0.270282667
152,0,79.5,0,0,20.5,0,0,0,0,0,0,0,0,0,0,0.3
154,0,0,0,0,35,15,0,0,50,0,0,0,0,0,0,0.3
158,0,0,0,0,0,0,0,0,74.6999998,0,0,25.3000002,0,0,0,0.3
162,0,20,0,0,0,0,0,33.33000183,0,46.66999817,0,0,0,0,0,0.3
164,0,0,0,0,0,0,0,18.83909387,32.4787195,0,0,0,0,48.68218663,0,0.3
167,0,0,23.50515385,0,23.50515385,0,0,0,52.98969229,0,0,0,0,0,0,0.3
170,0,0,0,0,0,0,0,18.31578944,31.578948,0,0,0,0,50.10526256,0,0.3
172,0,13.33133258,0,0,0,0,0,33.33333397,0,53.33533345,0,0,0,0,0,0.3
178,0,42.59999847,0,0,0,0,0,0,0,0,0,0,0,56.90000153,0,0.3
179,0,0,4.980000138,0,34.95999992,14.96000039,0,0,45.09999955,0,0,0,0,0,0,0.299
180,0,50,0,0,0,35,0,15,0,0,0,0,0,0,0,0.299
181,9.100000555,59.0999996,0,0,0,31.79999984,0,0,0,0,0,0,0,0,0,0.299
182,1.510574001,21.36958617,0,0,38.30815758,0,0,0,38.81168225,0,0,0,0,0,0,0.298658
183,0,0,0,0,0,0,10,30,0,60,0,0,0,0,0,0.298643
184,0,0,0,0,29.97999954,20.04999924,9.909999847,0,40.06000137,0,0,0,0,0,0,0.298
185,0,87,13,0,0,0,0,0,0,0,0,0,0,0,0,0.298
186,39.50999964,0,0,59.2600003,0,0,0,0,0,1.23000006,0,0,0,0,0,0.298
187,8,0,0,32,0,0,0,0,0,60,0,0,0,0,0,0.297486
188,0,79.85,0,0,0,20.15,0,0,0,0,0,0,0,0,0,0.297052
189,0,0,40,0,0,0,0,0,50,0,0,0,0,10,0,0.297
190,0,30,0,70,0,0,0,0,0,0,0,0,0,0,0,0.297
191,26.59999987,0,0,58.40000041,0,0,0,0,0,14.99999971,0,0,0,0,0,0.297
193,4.499100217,51.92961313,2.329534036,0,1.549690027,0,0,0.779844009,0,34.10318026,0,0,0,4.64907032,0,0.297
194,0,84,0,0,0,16,0,0,0,0,0,0,0,0,0,0.296791
195,0,77.86000061,0,0,0,22.13999939,0,0,0,0,0,0,0,0,0,0.296603
196,22.60000038,0,0,17.39999962,0,0,0,0,0,60,0,0,0,0,0,0.296296
197,0,35,0,0,0,0,0,0,0,10,0,0,0,55,0,0.296
199,0,65,0,0,0,5,0,30,0,0,0,0,0,0,0,0.296
200,0,0,0,0,34.8699996,15.21000033,4.869999978,0,45.0500001,0,0,0,0,0,0,0.296
201,0,34.5,0,0,0,0,0,0,0,10,0,0,0,55.5,0,0.296
202,0,57,0,0,0,0,0,43,0,0,0,0,0,0,0,0.296
203,20,0,0,20,0,0,0,0,0,60,0,0,0,0,0,0.268746333
204,0,87,0,0,13,0,0,0,0,0,0,0,0,0,0,0.295
205,0,77.19999989,0,0,22.80000011,0,0,0,0,0,0,0,0,0,0,0.295
206,0,94,0,0,6,0,0,0,0,0,0,0,0,0,0,0.295
207,8.300000111,0,0,0,33.29999892,0,0,0,58.40000097,0,0,0,0,0,0,0.295
208,0,77.19999989,0,0,22.80000011,0,0,0,0,0,0,0,0,0,0,0.295
209,0,0,0,0,30,20,0,0,50,0,0,0,0,0,0,0.295
210,36.09999847,0,0,39.40000153,0,0,0,0,0,24.5,0,0,0,0,0,0.295
212,50,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0.295
213,36.09999916,0,0,39.39000014,0,0,0,0,0,24.5100007,0,0,0,0,0,0.295
214,8.329999765,0,0,0,33.3300012,0,0,0,58.33999904,0,0,0,0,0,0,0.295
216,0,0,0,0,0,0,0,20,40,0,0,0,0,40,0,0.295
219,0,0,0,0,33,0,0,0,0,67,0,0,0,0,0,0.211666667
222,0,0,4.959999991,0,29.94000025,20.14999943,0,0,44.95000033,0,0,0,0,0,0,0.295
223,0,0,30,0,0,0,0,0,50,0,0,0,0,20,0,0.295
224,0,20,0,0,0,0,0,20,0,60,0,0,0,0,0,0.2624765
225,0,91.72999986,0,0,0,8.270000142,0,0,0,0,0,0,0,0,0,0.294416
226,3.670000099,16.12999926,0,0,0,0,0,0,0,24.91,0,0,0,55.18000064,0,0.2891
227,5.630000082,0,0,0,0,0,0,46.22999928,48.04000064,0,0,0,0,0.100000001,0,0.294118
228,0,86,0,0,0,14,0,0,0,0,0,0,0,0,0,0.293013
229,0,12.52999982,24.52000063,3.109999917,0,0,10.81999977,0,0,36.7299998,0,12.29000005,0,0,0,0.294
231,0,0,5.019498139,0,24.92750809,25.04749503,0,0,45.00549874,0,0,0,0,0,0,0.294
232,0,0,0,0,29.95999951,20.09000044,4.969999862,0,44.98000019,0,0,0,0,0,0,0.294
233,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0.288533333
234,0,0,0,55,0,0,0,0,0,45,0,0,0,0,0,0.294
236,38,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0.29
237,0,12.52999982,24.52000064,3.109999918,0,0,10.81999977,0,0,36.72999981,0,12.29000005,0,0,0,0.294
238,3.914876621,0,0,41.48765486,1.144348508,0,0.14053403,1.736599093,0,39.24914517,0,0,0,12.32684171,0,0.294
239,0,41,0,0,0,59,0,0,0,0,0,0,0,0,0,0.293103
240,0,0,0,24.04999924,0,0,0,24.85000038,4.010000229,47.09000015,0,0,0,0,0,0.293103
241,0,0,0,14.19999994,0,0,35.7000011,0,0,50.09999895,0,0,0,0,0,0.293
242,0,0,0,16.70000076,0,0,33.09999847,0,0,50.20000076,0,0,0,0,0,0.293
243,27.5,0,0,37.5,0,0,0,0,0,35,0,0,0,0,0,0.293
244,0,97.5,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0.292333333
245,0,69.19999959,0,0,30.80000041,0,0,0,0,0,0,0,0,0,0,0.293
246,0,74.19999978,0,0,25.80000022,0,0,0,0,0,0,0,0,0,0,0.293
247,0,96.09999985,0,0,3.900000151,0,0,0,0,0,0,0,0,0,0,0.293
248,0,0,0,0,25,25,0,0,50,0,0,0,0,0,0,0.293
253,0,91.5,0,0,8.5,0,0,0,0,0,0,0,0,0,0,0.292333333
254,0,80.20000001,19.79999999,0,0,0,0,0,0,0,0,0,0,0,0,0.293
255,0,98.79999999,0,0,1.20000001,0,0,0,0,0,0,0,0,0,0,0.293
257,0,0,0,30.60000038,0,0,0,24.89999962,44.25,0,0,0,0,0,0,0.292929
258,0,0,0,25.07999992,0,0,24.37000084,0,0,50.54999924,0,0,0,0,0,0.292
260,0,96,0,0,4,0,0,0,0,0,0,0,0,0,0,0.292
261,27.51724815,0,0,58.46415356,0,0,8.389161248,0,0,5.62943705,0,0,0,0,0,0.292
263,0,62.75,0,0,0,0,0,37.25,0,0,0,0,0,0,0,0.292
264,0,89,0,0,11,0,0,0,0,0,0,0,0,0,0,0.292
267,0,98.89999999,0,0,1.100000007,0,0,0,0,0,0,0,0,0,0,0.292
270,0,59.90000153,40.09999847,0,0,0,0,0,0,0,0,0,0,0,0,0.292
276,34,0,7,50,0,0,9,0,0,0,0,0,0,0,0,0.28735
277,0.889999985,13.02000044,26.0100002,3.230000015,0,0,4.499999995,0,0,39.2299995,0,13.11999987,0,0,0,0.291
280,19.68000031,0,0,35.79000092,0,0,0,0,0,44.52999878,0,0,0,0,0,0.291
281,15.85000036,3.890000099,0,0.039999999,0.029999999,0,2.519999977,16.0799999,2.57999992,58.90999975,0.100000001,0,0,0,0,0.291
282,0,90.43999985,9.560000146,0,0,0,0,0,0,0,0,0,0,0,0,0.291
283,0,53.35533362,33.33333492,0,0,0,0,0,13.31133146,0,0,0,0,0,0,0.290909
284,28.27999988,0,0,57.58000018,0,0,7.06999997,0,0,7.06999997,0,0,0,0,0,0.2889
285,0,66.69999949,33.30000051,0,0,0,0,0,0,0,0,0,0,0,0,0.287757
286,0,56,0,0,0,44,0,0,0,0,0,0,0,0,0,0.2786615
287,0,75,0,10,0,0,0,15,0,0,0,0,0,0,0,0.290124
288,0,60.00000057,33.29999955,0,0,0,0,0,6.699999873,0,0,0,0,0,0,0.290043
289,0,0,33.30000051,0,0,0,0,0,66.69999949,0,0,0,0,0,0,0.29
290,0,0,35.8000006,0,0,0,0,0,64.1999994,0,0,0,0,0,0,0.29
291,0,76.01000069,23.98999931,0,0,0,0,0,0,0,0,0,0,0,0,0.29
294,0,99,0,0,0,1,0,0,0,0,0,0,0,0,0,0.29
295,0,0,45.70000076,0,0,0,0,0,54.29999924,0,0,0,0,0,0,0.29
296,0,0,38.40000153,0,0,0,0,0,61.59999847,0,0,0,0,0,0,0.29
297,27.09999999,0,0,59.19999992,0,0,6.899999997,0,0,6.800000094,0,0,0,0,0,0.29
298,0,0,34.69999944,0,0,0,0,0,65.30000056,0,0,0,0,0,0,0.29
299,0,0,0,0,31.19999957,0,0,0,0,68.80000043,0,0,0,0,0,0.29
300,0,0,33.33000088,0,0,0,0,11.10999934,0,55.55999978,0,0,0,0,0,0.288
301,0,0,0,0,0,0,0,19.33193242,33.33333397,0,0,0,0,47.33473361,0,0.29
302,0,0,39.90000153,0,0,0,0,0,60.09999847,0,0,0,0,0,0,0.29
303,32,0,0,48,0,0,0,0,0,20,0,0,0,0,0,0.29
304,21.91780825,41.53584724,0,0,0,0,36.54634452,0,0,0,0,0,0,0,0,0.29
307,23.49234906,38.25382547,0,0,0,0,38.25382547,0,0,0,0,0,0,0,0,0.29
308,0,76.01999954,23.98000046,0,0,0,0,0,0,0,0,0,0,0,0,0.29
309,0,0,20,0,0,0,0,30,50,0,0,0,0,0,0,0.29
311,24.99249908,34.00340042,0,0,0,0,41.0041005,0,0,0,0,0,0,0,0,0.29
312,0,65,0,0,0,0,0,35,0,0,0,0,0,0,0,0.2745215
313,0,0,45.70000076,0,0,0,0,0,54.29999924,0,0,0,0,0,0,0.29
314,0,0,0,0,0,0,0,11.10999934,0,55.55999978,0,0,0,33.33000088,0,0.285333333
316,0,0,0,0,0,0,0,19.33193242,33.33333397,0,0,0,0,47.33473361,0,0.29
318,0,0,48.40000153,0,0,0,0,0,51.59999847,0,0,0,0,0,0,0.29
320,18,40.99000168,0,0,0,0,41.00999832,0,0,0,0,0,0,0,0,0.29
321,0,0,0,0,0,0,0,0,50,0,0,0,0,50,0,0.26075
322,38,0,10,52,0,0,0,0,0,0,0,0,0,0,0,0.29
324,0,0,44,0,0,0,0,0,56,0,0,0,0,0,0,0.29
325,0,0,39.90000153,0,0,0,0,0,60.09999847,0,0,0,0,0,0,0.29
326,27.09999999,0,0,59.19999992,0,0,6.899999997,0,0,6.800000093,0,0,0,0,0,0.29
329,0,0,0,0,0,50,0,0,50,0,0,0,0,0,0,0.265825933
332,0,0,37.59999847,0,0,0,0,0,62.40000153,0,0,0,0,0,0,0.29
335,5,66,0,0,0,0,0,29,0,0,0,0,0,0,0,0.2845
337,34,0,0,51,0,0,0,0,0,15,0,0,0,0,0,0.278
338,0,0,0,0,0,55,0,0,45,0,0,0,0,0,0,0.29
342,0,0,0,0,31.19999957,0,0,0,0,68.80000043,0,0,0,0,0,0.29
343,26.84268397,36.57365645,0,0,0,0,36.58365958,0,0,0,0,0,0,0,0,0.29
345,25,42,0,0,0,0,33,0,0,0,0,0,0,0,0,0.29
346,0,59,0,0,0,0,0,41,0,0,0,0,0,0,0,0.29
347,0,0,38.40000153,0,0,0,0,0,61.59999847,0,0,0,0,0,0,0.29
352,17.99000011,52.00999931,0,0,0,0,30.00000057,0,0,0,0,0,0,0,0,0.29
353,0,0,34.69999944,0,0,0,0,0,65.30000056,0,0,0,0,0,0,0.29
354,0,65.30000056,0,0,0,0,0,34.69999944,0,0,0,0,0,0,0,0.29
355,0,0,4.98000009,0,19.8999999,30.20000119,0,0,44.91999881,0,0,0,0,0,0,0.29
356,0,0,33.33000088,0,0,0,0,11.10999934,0,55.55999978,0,0,0,0,0,0.29
358,2.900000157,10.88000034,29.45999971,12.88000038,0,0,7.790000128,0,34.84999921,0,0,0,0,1.200000074,0,0.29
359,0,0,0,30,0,0,0,24.75,45,0,0,0,0,0,0,0.29
360,26.60000028,0,0,57.99999978,0,0,6.999999973,0,0,7.999999969,0,0,0,0,0,0.29
362,0,0,0,30.57999985,0,0,0,24.70999903,44.22000112,0,0,0,0,0,0,0.29
363,0,20.95000051,32.54999884,0,0,0,20.10000014,0,26.12000052,0,0,0,0,0,0,0.289076
364,9.100000208,54.49999896,0,0,0,36.40000083,0,0,0,0,0,0,0,0,0,0.289
365,0,0,35,0,0,0,0,0,50,0,0,0,0,15,0,0.289
366,18.24000012,35.61999961,0,0,0,0,46.14000027,0,0,0,0,0,0,0,0,0.289
367,0,78,0,0,0,22,0,0,0,0,0,0,0,0,0,0.288934
368,1.408450681,64.38631792,0,0,34.2052314,0,0,0,0,0,0,0,0,0,0,0.28882
372,0,71.80000031,0,0,28.19999969,0,0,0,0,0,0,0,0,0,0,0.2875
373,0,70.59999982,29.40000018,0,0,0,0,0,0,0,0,0,0,0,0,0.288
375,0,0,51,0,0,0,0,0,49,0,0,0,0,0,0,0.288
376,32,0,8.680000305,59.31999969,0,0,0,0,0,0,0,0,0,0,0,0.288
379,0,27.12999968,0,0,0,0,41.64000018,0,0,31.23000014,0,0,0,0,0,0.288
380,0,65,0,0,0,35,0,0,0,0,0,0,0,0,0,0.2365
381,0,73.69999976,26.30000024,0,0,0,0,0,0,0,0,0,0,0,0,0.288
382,0,75,0,0,0,10,0,15,0,0,0,0,0,0,0,0.288
384,28.27999988,0,0,57.58000018,0,0,7.069999969,0,0,7.069999969,0,0,0,0,0,0.2879
385,0,85.68999999,0,0,0,14.31000001,0,0,0,0,0,0,0,0,0,0.287655
386,16.28764576,0,0,0,0,0,24.70805276,0,0,59.00430148,0,0,0,0,0,0.2875
387,0.410159958,0,0,0.26010143,0,0,47.2684347,0.041015997,0,52.02028792,0,0,0,0,0,0.287
388,0,0,0,32.63000045,0,0,16.41999977,0,0,50.94999979,0,0,0,0,0,0.287
389,0,65,0,0,0,10,0,25,0,0,0,0,0,0,0,0.287
390,0,97.22000006,0,0,0,0,0,2.779999938,0,0,0,0,0,0,0,0.287
393,0,0,4.969999719,0,9.949999667,40.08000126,0,0,44.99999936,0,0,0,0,0,0,0.287
395,0,30,40,0,0,0,0,0,0,30,0,0,0,0,0,0.287
396,0,0,0,55,0,0,0,0,45,0,0,0,0,0,0,0.287
398,0,71.80000031,0,0,28.19999969,0,0,0,0,0,0,0,0,0,0,0.287
401,0,60,0,0,0,40,0,0,0,0,0,0,0,0,0,0.267333333
402,12.51125138,0,0,34.23342296,0,0,0,0,0,53.25532565,0,0,0,0,0,0.287
404,0,60,0,0,0,0,0,25,15,0,0,0,0,0,0,0.287
406,0,97.22000006,0,0,0,0,0,2.779999938,0,0,0,0,0,0,0,0.287
407,12.55000007,0,0,34.22000089,0,0,0,0,0,53.22999903,0,0,0,0,0,0.287
408,0.60422965,20.14098752,0,0,32.32628344,0,0,0,46.92849939,0,0,0,0,0,0,0.286713
409,0,46.70000076,33.29999924,0,0,0,0,0,20,0,0,0,0,0,0,0.286344
410,0,0,49,0,0,0,0,0,51,0,0,0,0,0,0,0.286
412,0,80,0,0,0,0,0,20,0,0,0,0,0,0,0,0.283590571
413,40,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0.286
414,0,27.5,45,0,0,0,0,0,0,27.5,0,0,0,0,0,0.286
416,0,0,0,0,0,0,0,0,0,55.38000107,0,0,44.61999893,0,0,0.286
418,0,61,0,0,0,0,0,39,0,0,0,0,0,0,0,0.286
426,0,77.96999973,22.03000027,0,0,0,0,0,0,0,0,0,0,0,0,0.286
427,15.17000008,0,0,0,0,0,23.03000069,0,0,61.79999924,0,0,0,0,0,0.267857
428,0,75,0,0,0,0,0,25,0,0,0,0,0,0,0,0.272308143
429,0,99.5,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0.285714
430,0,38,0,0,0,62,0,0,0,0,0,0,0,0,0,0.285714
431,0,0,0,0,0,50.01999951,5.010000133,0,44.97000036,0,0,0,0,0,0,0.285
432,0,66.69999949,0,0,33.30000051,0,0,0,0,0,0,0,0,0,0,0.285
434,0,0,0,0,0,0,0,0,25,0,0,0,0,75,0,0.285
435,0,66.69999949,0,0,0,0,0,0,0,0,0,33.30000051,0,0,0,0.285
436,0,0,12.5,12.5,0,0,12.5,0,0,50,0,12.5,0,0,0,0.285
438,0,0,29.41294121,0,0,0,0,11.76117637,0,58.82588241,0,0,0,0,0,0.285
439,0,0,0,41.68000031,0,0,8.520000458,0,0,49.79999924,0,0,0,0,0,0.285
440,0,0,0,0,0,0,0,11.76117637,0,58.82588242,0,0,0,29.41294121,0,0.281666667
441,0,0,5.01050129,0,0,50.04500553,0,0,44.94449318,0,0,0,0,0,0,0.285
442,0,0,5.020000005,0,0,50.04000115,0,0,44.93999884,0,0,0,0,0,0,0.285
443,0,62.47000122,37.52999878,0,0,0,0,0,0,0,0,0,0,0,0,0.285
444,0,0,0,0,21.29999964,0,0,0,0,52.30000023,0,26.40000012,0,0,0,0.285
445,0,70,0,30,0,0,0,0,0,0,0,0,0,0,0,0.285
447,0,0,0,0,0,50.0199995,5.010000133,0,44.97000036,0,0,0,0,0,0,0.285
449,0,0,0,30.87999975,0,0,0,25.00000048,44.11999977,0,0,0,0,0,0,0.285
450,0,0,29.41294121,0,0,0,0,11.76117637,0,58.82588242,0,0,0,0,0,0.2825
453,0,98.79999999,1.200000011,0,0,0,0,0,0,0,0,0,0,0,0,0.285
455,0,40,33.29999924,0,0,0,0,0,26.70000076,0,0,0,0,0,0,0.284188
456,0,98.44000009,1.559999906,0,0,0,0,0,0,0,0,0,0,0,0,0.284
457,0,0,25,0,0,0,25,0,0,50,0,0,0,0,0,0.284
460,0,0,0,0,15,35,0,0,50,0,0,0,0,0,0,0.284
