id,Glass_ID,SiO2,B2O3,Al2O3,MgO,CaO,BaO,Li2O,Na2O,K2O,TiO2,ZnO,SrO,ZrO2,SnO2,P2O5,value
66210,561894,74.000,0.000,0.000,0.000,13.000,0.000,0.000,13.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.227425
151535,842006,66.663,0.000,0.000,0.000,16.668,0.000,0.000,16.668,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.227425
55329,561892,74.000,0.000,0.000,0.000,7.000,0.000,0.000,19.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.227273
34294,895458,57.336,4.370,19.102,1.060,0.050,0.000,0.000,17.732,0.250,0.000,0.000,0.000,0.000,0.100,0.000,0.227
37322,895490,64.366,6.181,14.721,1.010,0.020,0.000,0.000,13.431,0.200,0.000,0.000,0.000,0.000,0.070,0.000,0.227
145457,1011612,63.114,4.170,11.449,10.639,7.059,3.440,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.130,0.000,0.227
17268,878144,70.547,2.720,13.291,3.490,4.550,4.180,0.000,0.000,0.000,0.000,0.000,1.100,0.020,0.100,0.000,0.227
22795,421035,65.000,0.000,10.000,0.000,0.000,0.000,25.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.227
25846,421032,65.000,0.000,4.000,0.000,0.000,0.000,31.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.227
31448,82123,65.000,0.000,10.000,0.000,0.000,0.000,25.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.227
32752,886766,68.920,0.000,10.250,1.830,0.040,0.000,0.000,15.320,0.000,0.000,0.000,0.000,3.490,0.150,0.000,0.227
35079,450449,61.300,0.000,5.800,0.000,0.000,0.000,32.900,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.227
38894,1011633,63.700,3.100,11.360,10.550,8.170,2.990,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.130,0.000,0.227
40143,789010,0.000,70.000,0.000,0.000,0.000,0.000,10.000,0.000,0.000,0.000,20.000,0.000,0.000,0.000,0.000,0.227
55092,421053,63.000,0.000,5.000,0.000,0.000,0.000,22.000,10.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.227
55768,895583,61.380,9.790,13.640,0.020,0.340,0.000,0.000,11.580,3.150,0.000,0.000,0.000,0.000,0.100,0.000,0.227
55901,25728,60.000,0.000,20.000,0.000,0.000,0.000,20.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.227
56534,421044,61.000,0.000,20.000,0.000,0.000,0.000,19.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.227
58914,6720,65.000,0.000,10.000,0.000,0.000,0.000,25.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.227
83717,883863,60.000,0.000,20.000,0.000,0.000,0.000,20.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.227
85495,6615,60.000,0.000,15.000,0.000,0.000,0.000,0.000,25.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.227
87103,25729,61.000,0.000,20.000,0.000,0.000,0.000,19.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.227
96413,82120,65.000,0.000,4.000,0.000,0.000,0.000,31.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.227
97971,91215,66.000,0.000,20.000,0.000,0.000,0.000,14.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.227
99217,1004360,73.823,0.000,0.000,0.000,11.189,0.000,0.000,14.989,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.227
100925,1011631,63.410,3.090,11.310,12.120,6.970,2.970,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.130,0.000,0.227
110418,91232,67.000,0.000,0.000,0.000,0.000,0.000,33.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.227
117016,421043,60.000,0.000,20.000,0.000,0.000,0.000,20.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.227
119357,25717,65.000,0.000,4.000,0.000,0.000,0.000,31.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.227
119746,252936,60.000,5.000,5.000,0.000,0.000,0.000,23.000,4.000,3.000,0.000,0.000,0.000,0.000,0.000,0.000,0.227
127081,882845,64.076,6.041,11.921,4.530,0.000,1.500,0.000,11.781,0.000,0.000,0.000,0.000,0.000,0.150,0.000,0.227
136478,82132,61.000,0.000,20.000,0.000,0.000,0.000,19.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.227
146365,421085,50.240,0.000,0.000,0.000,0.000,0.000,49.760,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.227
151858,6733,61.000,0.000,20.000,0.000,0.000,0.000,19.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.227
160099,412447,60.000,0.000,15.000,0.000,0.000,0.000,0.000,25.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.227
160123,421055,63.000,0.000,5.000,0.000,0.000,0.000,25.000,7.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.227
161026,6734,60.000,0.000,20.000,0.000,0.000,0.000,20.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.227
162617,25720,65.000,0.000,10.000,0.000,0.000,0.000,25.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.227
168813,6717,65.000,0.000,4.000,0.000,0.000,0.000,31.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.227
168868,25742,67.000,0.000,0.000,0.000,0.000,0.000,33.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.227
172119,82131,60.000,0.000,20.000,0.000,0.000,0.000,20.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.227
173503,932239,60.080,0.000,15.990,5.650,2.380,0.000,0.000,14.670,1.070,0.000,0.000,0.000,0.000,0.160,0.000,0.227
175054,25754,60.000,15.000,0.000,0.000,0.000,0.000,0.000,25.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.227
20539,1011625,63.346,4.750,12.791,9.851,5.901,2.590,0.000,0.000,0.000,0.000,0.000,0.640,0.000,0.130,0.000,0.227
45092,882846,64.060,6.010,11.940,2.980,0.000,2.980,0.000,11.880,0.000,0.000,0.000,0.000,0.000,0.150,0.000,0.227
116286,1011613,62.990,4.160,11.430,10.610,7.040,3.000,0.000,0.000,0.000,0.000,0.000,0.640,0.000,0.130,0.000,0.227
136284,1011614,64.050,3.120,11.420,10.610,7.040,3.000,0.000,0.000,0.000,0.000,0.000,0.630,0.000,0.130,0.000,0.227
185732,932240,59.990,0.000,15.990,5.740,2.390,0.000,0.000,13.860,1.870,0.000,0.000,0.000,0.000,0.160,0.000,0.227
123885,886770,68.770,0.000,9.510,0.020,0.050,0.000,6.430,10.170,0.000,0.000,2.490,0.000,2.410,0.150,0.000,0.227
86260,438463,76.000,4.000,4.000,0.000,0.000,0.000,0.000,16.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.226514
32693,881137,75.980,0.000,0.030,0.000,0.000,8.210,0.000,15.620,0.000,0.000,0.000,0.000,0.000,0.160,0.000,0.226415
32061,438474,60.000,20.000,4.000,0.000,0.000,0.000,0.000,16.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.226318
109463,438491,68.000,12.000,4.000,0.000,0.000,0.000,16.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.226271
146611,546236,72.653,0.000,0.000,0.000,0.000,0.000,27.347,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.226048
121467,356853,72.675,0.000,12.653,4.881,5.751,0.030,0.000,0.000,0.000,0.000,0.000,3.911,0.000,0.100,0.000,0.226
8939,366418,66.700,14.100,0.000,0.000,0.000,0.000,0.000,19.200,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.226
35653,871010,67.627,4.920,12.531,4.070,6.681,2.170,0.000,0.000,0.000,0.000,0.000,1.900,0.050,0.050,0.000,0.226
79210,887790,72.677,0.000,12.651,4.880,5.751,0.030,0.000,0.000,0.000,0.000,0.000,3.910,0.000,0.100,0.000,0.226
100922,1011623,61.460,4.060,11.150,11.950,9.160,2.090,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.130,0.000,0.226
149411,365278,72.667,0.000,12.651,4.880,5.761,0.030,0.000,0.000,0.000,0.000,0.000,3.910,0.000,0.100,0.000,0.226
167183,932221,54.710,0.000,21.360,0.000,0.000,0.000,0.000,15.660,0.000,0.000,8.120,0.000,0.000,0.150,0.000,0.226
171874,896927,63.516,0.000,7.711,1.040,1.840,0.000,11.231,13.291,0.270,0.000,0.000,0.000,1.000,0.100,0.000,0.226
6488,876109,73.000,0.000,7.000,5.500,0.000,0.000,0.000,14.000,0.000,0.000,0.000,0.000,0.500,0.000,0.000,0.226
14729,137463,75.000,0.000,0.000,0.000,0.000,0.000,0.000,25.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.226
21190,412444,75.000,0.000,0.000,0.000,0.000,0.000,0.000,25.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.226
29731,895592,61.290,10.240,13.540,0.010,0.020,0.000,0.000,13.730,1.070,0.000,0.000,0.000,0.000,0.100,0.000,0.226
40495,6618,60.000,0.000,25.000,0.000,0.000,0.000,0.000,15.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.226
41274,522466,76.000,0.000,0.000,2.000,20.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,0.000,0.000,0.000,0.226
41597,759732,73.013,0.000,0.000,0.000,10.380,0.000,0.000,16.608,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.226
45119,894268,42.000,30.000,4.000,0.000,0.000,20.000,0.000,0.000,4.000,0.000,0.000,0.000,0.000,0.000,0.000,0.226
51971,313021,72.000,0.000,7.000,10.000,0.000,0.000,0.000,11.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.226
62320,139839,0.000,70.000,0.000,0.000,0.000,0.000,5.000,25.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.226
62403,176257,76.928,0.000,0.000,0.000,7.691,0.000,0.000,15.382,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.226
64253,311291,72.000,0.000,7.000,10.000,0.000,0.000,0.000,11.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.226
71691,115239,0.000,70.000,0.000,0.000,0.000,0.000,5.000,25.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.226
72179,412443,60.000,0.000,25.000,0.000,0.000,0.000,0.000,15.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.226
74674,25750,60.000,25.000,0.000,0.000,0.000,0.000,0.000,15.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.226
78351,313018,73.000,0.000,7.000,5.500,0.000,0.000,0.000,14.000,0.000,0.000,0.000,0.000,0.500,0.000,0.000,0.226
79049,838053,3.000,60.000,2.100,0.000,4.900,0.000,0.000,30.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.226
83413,759738,72.376,0.000,0.000,0.000,10.627,0.000,0.000,16.997,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.226
86062,309160,73.000,0.000,7.000,5.500,0.000,0.000,0.000,14.000,0.000,0.000,0.000,0.000,0.500,0.000,0.000,0.226
96118,888318,0.000,75.000,0.000,0.000,0.000,0.000,25.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.226
111905,71332,80.000,0.000,0.000,0.000,0.000,0.000,20.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.226
113185,895429,65.870,6.960,13.080,0.020,0.240,0.000,0.000,11.720,2.010,0.000,0.000,0.000,0.000,0.100,0.000,0.226
120085,492560,0.000,70.000,0.000,0.000,0.000,0.000,5.000,25.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.226
132952,789009,0.000,75.000,0.000,0.000,0.000,0.000,5.000,0.000,0.000,0.000,20.000,0.000,0.000,0.000,0.000,0.226
139330,932237,60.100,0.000,15.960,6.390,1.570,0.000,0.000,15.820,0.000,0.000,0.000,0.000,0.000,0.160,0.000,0.226
142514,4781,80.000,0.000,0.000,0.000,0.000,0.000,20.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.226
142898,240738,80.000,0.000,0.000,0.000,0.000,0.000,20.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.226
143887,886767,69.130,0.000,10.270,0.030,0.050,0.000,0.000,15.470,0.000,0.000,0.000,0.000,4.900,0.150,0.000,0.226
153764,251266,89.170,0.000,0.000,0.000,0.000,0.000,0.000,0.000,10.830,0.000,0.000,0.000,0.000,0.000,0.000,0.226
153975,404477,84.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,16.000,0.000,0.000,0.000,0.000,0.000,0.000,0.226
156180,876113,72.000,0.000,7.000,10.000,0.000,0.000,0.000,11.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.226
161062,25751,75.000,0.000,0.000,0.000,0.000,0.000,0.000,25.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.226
161577,311288,73.000,0.000,7.000,5.500,0.000,0.000,0.000,14.000,0.000,0.000,0.000,0.000,0.500,0.000,0.000,0.226
164233,91221,71.000,0.000,17.000,0.000,0.000,0.000,12.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.226
167894,406015,72.780,0.000,0.000,5.280,6.110,0.000,0.000,15.830,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.226
180336,521853,59.714,0.000,14.122,3.528,11.249,0.026,1.159,8.719,1.482,0.000,0.000,0.000,0.000,0.000,0.000,0.226
187165,883238,66.700,14.100,0.000,0.000,0.000,0.000,0.000,19.200,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.226
187834,309164,72.000,0.000,7.000,10.000,0.000,0.000,0.000,11.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.226
187939,409462,80.000,0.000,0.000,0.000,0.000,0.000,20.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.226
196474,1000319,69.400,0.000,13.400,0.000,17.200,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.226
3061,480082,80.240,0.000,0.000,0.000,0.000,0.000,0.000,19.760,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.226
54322,895404,64.060,8.110,13.590,0.020,0.070,0.000,0.000,13.540,0.510,0.000,0.000,0.000,0.000,0.100,0.000,0.226
78624,459996,80.240,0.000,0.000,0.000,0.000,0.000,0.000,19.760,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.226
98624,493253,59.100,0.000,9.100,0.000,0.000,0.000,31.800,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.226
140189,493251,68.200,0.000,9.100,0.000,0.000,0.000,22.700,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.226
187704,252149,56.210,17.220,7.260,0.000,0.000,0.000,9.560,9.750,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.226
64727,756818,56.214,17.218,7.259,0.000,0.000,0.000,9.559,9.749,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.226
105657,932297,66.613,6.561,12.072,5.921,5.241,2.060,0.000,0.000,0.000,0.000,0.000,1.450,0.000,0.080,0.000,0.226
89422,510867,64.965,21.099,1.300,0.000,0.000,0.000,0.000,0.000,10.449,0.000,2.120,0.000,0.000,0.000,0.000,0.226
6062,481804,71.205,0.000,0.723,6.185,7.159,0.000,0.000,14.388,0.241,0.000,0.000,0.000,0.000,0.000,0.000,0.226
106781,422284,50.000,0.000,25.000,0.000,7.000,0.000,0.000,18.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.225806
8074,877539,65.267,4.590,6.271,3.170,2.280,0.000,0.000,14.961,3.330,0.000,0.000,0.000,0.000,0.130,0.000,0.225806
72616,794625,80.736,0.000,9.048,0.692,1.598,0.000,0.000,4.417,3.165,0.000,0.000,0.000,0.000,0.000,0.034,0.225806
104952,543632,55.554,27.777,0.000,0.000,0.000,0.000,0.000,0.000,16.668,0.000,0.000,0.000,0.000,0.000,0.000,0.22577
61215,438588,60.000,10.000,0.000,0.000,18.000,0.000,0.000,12.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.225766
155622,510646,74.300,3.280,0.000,0.000,0.000,6.970,0.000,3.430,7.570,0.000,4.270,0.000,0.000,0.000,0.000,0.225593
181769,409774,75.000,0.000,0.000,0.000,0.000,0.000,0.000,25.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.22541
136975,409126,70.000,0.000,0.000,0.000,0.000,0.000,30.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.225243
65121,881128,62.910,0.000,13.380,0.000,0.000,0.000,0.000,15.740,0.000,0.000,7.820,0.000,0.000,0.150,0.000,0.225166
12414,586899,60.000,0.000,8.000,10.000,0.000,0.000,0.000,22.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.2251
26580,895597,62.410,10.400,13.170,0.010,0.020,0.000,0.000,12.900,0.990,0.000,0.000,0.000,0.000,0.100,0.000,0.225
37251,895540,63.400,7.020,14.040,1.030,0.070,0.000,0.000,13.840,0.500,0.000,0.000,0.000,0.000,0.100,0.000,0.225
70726,494949,72.960,0.000,1.770,3.720,7.500,0.000,0.000,14.050,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.225
85374,895577,63.940,8.090,13.830,0.020,0.070,0.000,0.000,13.440,0.510,0.000,0.000,0.000,0.000,0.100,0.000,0.225
92073,252140,60.594,18.555,0.000,0.000,0.000,0.000,10.297,10.553,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.225
107118,896969,63.750,0.000,4.420,1.940,3.400,0.000,14.870,9.610,0.190,0.000,0.000,0.000,1.720,0.100,0.000,0.225
150845,352244,59.810,0.000,16.020,3.410,4.900,0.000,0.000,15.700,0.000,0.000,0.000,0.000,0.000,0.160,0.000,0.225
151893,19764,78.200,0.000,0.000,0.000,0.000,0.000,0.000,0.000,7.600,0.000,0.000,14.200,0.000,0.000,0.000,0.225
156324,932234,59.810,0.000,16.020,3.410,4.900,0.000,0.000,15.700,0.000,0.000,0.000,0.000,0.000,0.160,0.000,0.225
187916,403839,78.200,0.000,0.000,0.000,0.000,0.000,0.000,0.000,7.600,0.000,0.000,14.200,0.000,0.000,0.000,0.225
10581,421037,65.000,0.000,14.000,0.000,0.000,0.000,21.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.225
11419,6493,78.200,0.000,0.000,0.000,0.000,0.000,0.000,0.000,7.600,0.000,0.000,14.200,0.000,0.000,0.000,0.225
11428,6722,65.000,0.000,14.000,0.000,0.000,0.000,21.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.225
19801,493254,54.500,0.000,9.100,0.000,0.000,0.000,36.400,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.225
29734,895603,63.060,10.010,12.870,0.010,0.020,0.000,0.000,12.910,1.020,0.000,0.000,0.000,0.000,0.100,0.000,0.225
29888,25730,63.000,0.000,20.000,0.000,0.000,0.000,17.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.225
32044,432837,79.940,0.000,0.000,0.000,0.000,0.000,0.000,20.060,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.225
32902,19778,70.500,0.000,0.000,0.000,12.000,0.000,0.000,17.500,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.225
36265,240743,83.000,0.000,0.000,0.000,0.000,0.000,0.000,17.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.225
36522,409756,83.000,0.000,0.000,0.000,0.000,0.000,0.000,17.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.225
43640,6729,63.000,0.000,20.000,0.000,0.000,0.000,17.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.225
56090,156654,0.000,0.000,0.000,0.000,0.000,0.000,0.000,32.050,0.000,0.000,28.070,0.000,0.000,0.000,39.880,0.225
57378,8317,70.500,0.000,0.000,0.000,17.500,0.000,0.000,12.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.225
57414,25732,69.000,0.000,20.000,0.000,0.000,0.000,11.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.225
63042,459567,0.000,0.000,0.000,0.000,0.000,0.000,0.000,32.050,0.000,0.000,28.070,0.000,0.000,0.000,39.880,0.225
63694,6430,70.500,0.000,0.000,0.000,12.000,0.000,0.000,17.500,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.225
68465,82135,69.000,0.000,20.000,0.000,0.000,0.000,11.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.225
73748,360713,67.007,3.980,12.691,2.210,0.030,0.000,0.000,13.911,0.010,0.000,0.060,0.000,0.010,0.090,0.000,0.225
74783,91218,69.000,0.000,19.000,0.000,0.000,0.000,12.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.225
77782,930831,52.465,10.021,18.712,1.570,4.170,0.000,0.000,0.000,0.000,0.000,0.000,3.080,0.000,0.070,9.911,0.225
84625,432840,78.947,0.000,0.000,0.000,0.000,0.000,0.000,21.053,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.225
89308,421045,63.000,0.000,20.000,0.000,0.000,0.000,17.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.225
90565,251265,89.880,0.000,0.000,0.000,0.000,0.000,0.000,0.000,10.120,0.000,0.000,0.000,0.000,0.000,0.000,0.225
92654,586900,60.000,0.000,12.000,10.000,0.000,0.000,0.000,18.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.225
93626,240749,85.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,15.000,0.000,0.000,0.000,0.000,0.000,0.000,0.225
104075,4774,68.000,0.000,0.000,0.000,0.000,0.000,32.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.225
116970,412365,70.500,0.000,0.000,0.000,12.000,0.000,0.000,17.500,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.225
120883,25631,80.000,4.000,0.000,0.000,0.000,0.000,0.000,0.000,16.000,0.000,0.000,0.000,0.000,0.000,0.000,0.225
120995,82125,65.000,0.000,14.000,0.000,0.000,0.000,21.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.225
127366,164828,76.928,0.000,0.000,0.000,7.691,0.000,0.000,15.382,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.225
130923,409762,85.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,15.000,0.000,0.000,0.000,0.000,0.000,0.000,0.225
133332,25722,65.000,0.000,14.000,0.000,0.000,0.000,21.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.225
140819,895586,60.980,10.160,13.800,0.010,0.020,0.000,0.000,13.920,1.010,0.000,0.000,0.000,0.000,0.100,0.000,0.225
140915,6712,69.000,0.000,20.000,0.000,0.000,0.000,11.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.225
144620,360683,67.007,3.980,12.691,2.210,0.030,0.000,0.000,13.911,0.010,0.000,0.060,0.000,0.010,0.090,0.000,0.225
144647,404478,80.000,4.000,0.000,0.000,0.000,0.000,0.000,0.000,16.000,0.000,0.000,0.000,0.000,0.000,0.000,0.225
147918,421047,69.000,0.000,20.000,0.000,0.000,0.000,11.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.225
154998,82133,63.000,0.000,20.000,0.000,0.000,0.000,17.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.225
156193,878486,62.730,16.650,7.290,0.510,9.430,0.000,0.000,0.000,0.000,0.000,0.000,3.310,0.010,0.070,0.000,0.225
159520,71320,85.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,15.000,0.000,0.000,0.000,0.000,0.000,0.000,0.225
178602,356863,67.007,3.980,12.691,2.210,0.030,0.000,0.000,13.911,0.010,0.000,0.060,0.000,0.010,0.090,0.000,0.225
182577,932243,76.260,0.000,0.030,0.000,0.000,0.000,0.000,15.580,0.000,0.000,0.000,7.990,0.000,0.140,0.000,0.225
183401,432839,79.487,0.000,0.000,0.000,0.000,0.000,0.000,20.513,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.225
184371,71326,83.000,0.000,0.000,0.000,0.000,0.000,0.000,17.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.225
187239,1008461,0.000,19.620,5.010,0.000,14.910,0.000,0.000,10.010,0.000,0.000,0.000,0.000,0.000,0.000,50.450,0.225
46603,895505,64.490,5.970,14.030,1.030,0.070,0.000,0.000,13.810,0.500,0.000,0.000,0.000,0.000,0.100,0.000,0.225
49801,10147,82.700,0.000,0.000,0.000,0.000,0.000,0.000,17.300,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.225
58851,932238,59.920,0.000,15.980,7.330,0.780,0.000,0.000,15.830,0.000,0.000,0.000,0.000,0.000,0.160,0.000,0.225
110701,251256,83.430,0.000,0.000,0.000,0.000,0.000,0.000,16.570,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.225
124593,355085,73.997,0.000,0.000,0.000,10.005,0.000,0.000,15.998,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.225
169139,176246,84.200,0.000,0.000,0.000,0.000,0.000,0.000,0.000,15.800,0.000,0.000,0.000,0.000,0.000,0.000,0.225
190313,932211,54.650,0.000,21.330,7.990,0.090,0.000,0.000,15.780,0.000,0.000,0.000,0.000,0.000,0.160,0.000,0.225
85377,895584,64.410,10.070,12.940,0.010,0.030,0.000,0.000,11.380,1.040,0.000,0.000,0.000,0.000,0.120,0.000,0.225
94764,887652,67.003,3.981,12.693,2.210,0.030,0.000,0.000,13.913,0.010,0.000,0.060,0.000,0.010,0.090,0.000,0.225
157841,895479,65.780,7.040,13.210,0.010,0.010,0.000,0.000,13.840,0.010,0.000,0.000,0.000,0.000,0.100,0.000,0.225
170233,896951,67.127,0.000,9.461,2.040,1.770,0.000,5.871,12.381,0.260,0.000,0.000,0.000,0.980,0.100,0.000,0.225
63605,896955,64.586,0.000,7.641,0.030,2.060,0.000,11.721,8.461,2.500,0.000,0.000,0.000,2.990,0.000,0.000,0.225
74553,896998,65.867,0.000,9.561,1.090,1.900,0.000,8.421,11.701,0.270,0.000,0.000,0.000,1.070,0.110,0.000,0.225
94683,896984,65.677,0.000,9.421,0.980,2.470,0.000,6.341,11.461,1.200,0.000,0.000,0.000,2.440,0.000,0.000,0.225
38822,896921,66.327,0.000,8.091,0.040,2.080,0.000,10.661,9.971,0.010,0.000,0.000,0.000,2.810,0.000,0.000,0.225
42924,521851,62.064,0.000,12.163,3.533,11.577,0.585,0.606,8.367,1.090,0.000,0.000,0.000,0.000,0.000,0.000,0.225
15624,789339,16.760,72.320,0.000,0.000,0.000,0.000,0.000,10.830,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.225
118988,825190,0.000,66.550,0.000,0.000,0.000,0.000,33.350,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.225
175850,478415,73.683,9.889,0.000,0.000,0.000,1.280,0.000,10.749,4.280,0.000,0.000,0.000,0.000,0.000,0.000,0.225
69113,438497,56.000,24.000,4.000,0.000,0.000,0.000,16.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.224919
197320,438513,64.000,24.000,4.000,0.000,0.000,0.000,0.000,8.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.224169
